0:00:00,export,647
0:00:02,export,694
0:00:04,export,741
0:00:06,export,787
0:00:08,export,834
0:00:10,export,880
0:00:12,export,926
0:00:14,export,972
0:00:16,export,1018
0:00:18,export,1063
0:00:20,export,1074
0:00:22,export,1141
0:00:24,export,1197
0:00:26,export,1242
0:00:28,export,1286
0:00:30,export,1331
0:00:32,export,1376
0:00:34,export,1420
0:00:36,export,1465
0:00:38,export,1510
0:00:40,export,1555
0:00:42,export,1600
0:00:44,export,1645
0:00:46,export,1690
0:00:48,export,1735
0:00:50,export,1778
0:00:52,export,1821
0:00:54,export,1864
0:00:56,export,1906
0:00:58,export,1947
0:01:00,export,1989
0:01:02,export,2029
0:01:04,export,2069
0:01:06,export,2108
0:01:08,export,2147
0:01:10,export,2185
0:01:12,export,2222
0:01:14,export,2256
0:01:16,export,2288
0:01:18,export,2320
0:01:20,export,2327
0:01:22,export,2371
0:01:24,export,2406
0:01:26,export,2433
0:01:28,export,2459
0:01:30,export,2485
0:01:32,export,2510
0:01:34,export,2533
0:01:36,export,2555
0:01:38,export,2576
0:01:40,export,2595
0:01:42,export,2612
0:01:44,export,2629
0:01:46,export,2633
0:01:48,export,2653
0:01:50,export,2668
0:01:52,export,2678
0:01:54,export,2687
0:01:56,export,2696
0:01:58,export,2704
0:02:00,export,2713
0:02:02,export,2721
0:02:04,export,2729
0:02:06,export,2737
0:02:08,export,2744
0:02:10,export,2752
0:02:12,export,2760
0:02:14,export,2767
0:02:16,export,2769
0:02:18,export,2780
0:02:20,export,2784
0:02:22,export,2794
0:02:24,export,2803
0:02:26,export,2810
0:02:28,export,2816
0:02:30,export,2821
0:02:32,export,2825
0:02:34,export,2829
0:02:36,export,2834
0:02:38,export,2838
0:02:40,export,2842
0:02:42,export,2846
0:02:44,export,2850
0:02:46,export,2855
0:02:48,export,2860
0:02:50,export,2866
0:02:52,export,2871
0:02:54,export,2877
0:02:56,export,2883
0:02:58,export,2889
0:03:00,export,2895
0:03:02,export,2900
0:03:04,export,2905
0:03:06,export,2910
0:03:08,export,2915
0:03:10,export,2920
0:03:12,export,2924
0:03:14,export,2929
0:03:16,export,2933
0:03:18,export,2936
0:03:20,export,2937
0:03:22,export,2940
0:03:24,export,2942
0:03:26,export,2945
0:03:28,export,2947
0:03:30,export,2950
0:03:32,export,2953
0:03:34,export,2956
0:03:36,export,2960
0:03:38,export,2965
0:03:40,export,2970
0:03:42,export,2976
0:03:44,export,2982
0:03:46,export,2983
0:03:48,export,2992
0:03:50,export,2999
0:03:52,export,3000
0:03:54,export,3000
0:03:56,export,3000
0:03:58,export,3000
0:04:00,export,3000
0:04:02,export,3000
0:04:04,export,3000
0:04:06,export,3000
0:04:08,export,3000
0:04:10,export,3000
0:04:12,export,3000
0:04:14,export,3000
0:04:16,export,3000
0:04:18,export,3000
0:04:20,export,3000
0:04:22,export,3000
0:04:24,export,3000
0:04:26,export,3000
0:04:28,export,3000
0:04:30,export,3000
0:04:32,export,3000
0:04:34,export,3000
0:04:36,export,3000
0:04:38,export,3000
0:04:40,export,3000
0:04:42,export,3000
0:04:44,export,3000
0:04:46,export,3000
0:04:48,export,3000
0:04:50,export,3000
0:04:52,export,3000
0:04:54,export,3000
0:04:56,export,3000
0:04:58,export,3000
0:05:00,export,3000
0:05:02,export,3000
0:05:04,export,3000
0:05:06,export,3000
0:05:08,export,3000
0:05:10,export,3000
0:05:12,export,3000
0:05:14,export,3000
0:05:16,export,3000
0:05:18,export,3000
0:05:20,export,3000
0:05:22,export,3000
0:05:24,export,3000
0:05:26,export,3000
0:05:28,export,3000
0:05:30,export,3000
0:05:32,export,3000
0:05:34,export,3000
0:05:36,export,3000
0:05:38,export,3000
0:05:40,export,3000
0:05:42,export,3000
0:05:44,export,3000
0:05:46,export,3000
0:05:48,export,3000
0:05:50,export,3000
0:05:52,export,3000
0:05:54,export,3000
0:05:56,export,3000
0:05:58,export,3000
0:06:00,export,3000
0:06:02,export,3000
0:06:04,export,3000
0:06:06,export,3000
0:06:08,export,3000
0:06:10,export,3000
0:06:12,export,3000
0:06:14,export,3000
0:06:16,export,3000
0:06:18,export,3000
0:06:20,export,3000
0:06:22,export,3000
0:06:24,export,3000
0:06:26,export,3000
0:06:28,export,3000
0:06:30,export,2999
0:06:32,export,2997
0:06:34,export,2994
0:06:36,export,2990
0:06:38,export,2987
0:06:40,export,2982
0:06:42,export,2977
0:06:44,export,2972
0:06:46,export,2970
0:06:48,export,2960
0:06:50,export,2951
0:06:52,export,2942
0:06:54,export,2933
0:06:56,export,2930
0:06:58,export,2912
0:07:00,export,2897
0:07:02,export,2885
0:07:04,export,2873
0:07:06,export,2862
0:07:08,export,2851
0:07:10,export,2842
0:07:12,export,2834
0:07:14,export,2826
0:07:16,export,2819
0:07:18,export,2813
0:07:20,export,2808
0:07:22,export,2804
0:07:24,export,2801
0:07:26,export,2798
0:07:28,export,2795
0:07:30,export,2791
0:07:32,export,2788
0:07:34,export,2783
0:07:36,export,2778
0:07:38,export,2771
0:07:40,export,2763
0:07:42,export,2755
0:07:44,export,2746
0:07:46,export,2744
0:07:48,export,2729
0:07:50,export,2716
0:07:52,export,2704
0:07:54,export,2692
0:07:56,export,2680
0:07:58,export,2668
0:08:00,export,2655
0:08:02,export,2642
0:08:04,export,2629
0:08:06,export,2615
0:08:08,export,2600
0:08:10,export,2586
0:08:12,export,2570
0:08:14,export,2556
0:08:16,export,2542
0:08:18,export,2528
0:08:20,export,2525
0:08:22,export,2514
0:08:24,export,2487
0:08:26,export,2464
0:08:28,export,2443
0:08:30,export,2420
0:08:32,export,2396
0:08:34,export,2371
0:08:36,export,2345
0:08:38,export,2318
0:08:40,export,2290
0:08:42,export,2261
0:08:44,export,2231
0:08:46,export,2201
0:08:48,export,2169
0:08:50,export,2136
0:08:52,export,2104
0:08:54,export,2071
0:08:56,export,2040
0:08:58,export,2009
0:09:00,export,1980
0:09:02,export,1953
0:09:04,export,1927
0:09:06,export,1902
0:09:08,export,1879
0:09:10,export,1857
0:09:12,export,1836
0:09:14,export,1817
0:09:16,export,1800
0:09:18,export,1785
0:09:20,export,1781
0:09:22,export,1763
0:09:24,export,1749
0:09:26,export,1740
0:09:28,export,1732
0:09:30,export,1724
0:09:32,export,1717
0:09:34,export,1711
0:09:36,export,1709
0:09:38,export,1697
0:09:40,export,1693
0:09:42,export,1680
0:09:44,export,1675
0:09:46,export,1669
0:09:48,export,1660
0:09:50,export,1653
0:09:52,export,1644
0:09:54,export,1635
0:09:56,export,1625
0:09:58,export,1613
0:10:00,export,1601
0:10:02,export,1588
0:10:04,export,1575
0:10:06,export,1563
0:10:08,export,1544
0:10:10,export,1530
0:10:12,export,1519
0:10:14,export,1508
0:10:16,export,1497
0:10:18,export,1486
0:10:20,export,1474
0:10:22,export,1462
0:10:24,export,1449
0:10:26,export,1436
0:10:28,export,1423
0:10:30,export,1409
0:10:32,export,1396
0:10:34,export,1383
0:10:36,export,1369
0:10:38,export,1356
0:10:40,export,1342
0:10:42,export,1328
0:10:44,export,1315
0:10:46,export,1302
0:10:48,export,1290
0:10:50,export,1279
0:10:52,export,1269
0:10:54,export,1259
0:10:56,export,1251
0:10:58,export,1242
0:11:00,export,1234
0:11:02,export,1225
0:11:04,export,1216
0:11:06,export,1206
0:11:08,export,1197
0:11:10,export,1187
0:11:12,export,1177
0:11:14,export,1167
0:11:16,export,1156
0:11:18,export,1145
0:11:20,export,1142
0:11:22,export,1125
0:11:24,export,1111
0:11:26,export,1099
0:11:28,export,1087
0:11:30,export,1075
0:11:32,export,1064
0:11:34,export,1053
0:11:36,export,1042
0:11:38,export,1031
0:11:40,export,1019
0:11:42,export,1008
0:11:44,export,997
0:11:46,export,994
0:11:48,export,976
0:11:50,export,960
0:11:52,export,957
0:11:54,export,938
0:11:56,export,932
0:11:58,export,913
0:12:00,export,897
0:12:02,export,884
0:12:04,export,870
0:12:06,export,857
0:12:08,export,844
0:12:10,export,830
0:12:12,export,816
0:12:14,export,800
0:12:16,export,783
0:12:18,export,765
0:12:20,export,760
0:12:22,export,730
0:12:24,export,703
0:12:26,export,681
0:12:28,export,658
0:12:30,export,635
0:12:32,export,612
0:12:34,export,588
